timestamp_utc,seq,run_id,battery_voltage_v,battery_current_a,depth_m,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,humidity_pct
2026-02-05T16:21:08.800Z,88,run01,24.234,4.315,1.47,0.0255,0.0045,9.8179,51.727
2026-02-05T16:21:08.900Z,89,run01,24.175,4.632,1.293,-0.003,0.0127,9.8088,49.969
2026-02-05T16:21:09.000Z,90,run01,24.223,4.511,1.5,0.0107,-0.0164,9.8324,44.092
2026-02-05T16:21:09.100Z,91,run01,24.218,4.776,1.449,0.0168,-0.0244,9.8128,48.717
2026-02-05T16:21:09.200Z,92,run01,24.235,4.278,1.485,0.0244,-0.0114,9.8051,48.748
2026-02-05T16:21:09.300Z,93,run01,24.229,4.393,1.696,0.0211,-0.0025,9.7839,48.043
2026-02-05T16:21:09.400Z,94,run01,24.215,4.376,1.442,0.0174,-0.0213,9.8122,50.244
2026-02-05T16:21:09.500Z,95,run01,24.246,4.056,1.666,-0.0063,-0.0002,9.8321,49.162
2026-02-05T16:21:09.600Z,96,run01,24.193,4.586,1.573,-0.0114,-0.0338,9.7757,48.351
2026-02-05T16:21:09.700Z,97,run01,24.171,4.577,1.59,0.0067,-0.0224,9.8126,47.882
2026-02-05T16:21:09.800Z,98,run01,24.183,4.501,1.714,0.0187,0.0134,9.817,48.569
2026-02-05T16:21:09.900Z,99,run01,24.188,4.429,1.685,-0.0045,0.0121,9.7885,52.243
2026-02-05T16:21:10.000Z,100,run01,24.211,4.075,1.725,0.0213,-0.0078,9.7924,48.678
2026-02-05T16:21:10.100Z,101,run01,24.195,4.374,1.782,0.0291,-0.0204,9.8169,48.97
2026-02-05T16:21:10.200Z,102,run01,24.17,4.396,1.668,-0.0183,-0.0205,9.776,49.087
2026-02-05T16:21:10.300Z,103,run01,24.173,4.258,1.657,-0.0167,-0.0075,9.8205,50.678
2026-02-05T16:21:10.400Z,104,run01,24.164,4.449,1.626,-0.0028,0.0129,9.7831,50.912
2026-02-05T16:21:10.500Z,105,run01,24.118,4.617,1.669,0.0062,0.0186,9.8419,43.911
2026-02-05T16:21:10.600Z,106,run01,24.073,5.059,2.063,-0.0105,-0.0099,9.8801,52.043
2026-02-05T16:21:10.700Z,107,run01,24.13,4.543,1.909,0.027,-0.0231,9.7842,52.873
2026-02-05T16:21:10.800Z,108,run01,24.139,4.565,1.666,0.0085,0.0054,9.826,47.9
2026-02-05T16:21:10.900Z,109,run01,24.137,4.463,1.686,0.0008,-0.0165,9.7882,48.055
2026-02-05T16:21:11.000Z,110,run01,24.191,3.906,1.883,-0.0287,-0.0104,9.8412,49.099
2026-02-05T16:21:11.100Z,111,run01,24.132,4.47,1.906,-0.0263,0.0265,9.772,48.488
2026-02-05T16:21:11.200Z,112,run01,24.133,4.491,1.923,0.0056,0.0165,9.8244,50.448
2026-02-05T16:21:11.300Z,113,run01,24.029,5.208,1.859,-0.0427,0.0032,9.7838,46.107
2026-02-05T16:21:11.400Z,114,run01,24.112,4.406,1.889,0.0203,-0.0254,9.8038,47.764
2026-02-05T16:21:11.500Z,115,run01,24.07,4.549,1.951,-0.0032,0.0042,9.7791,53.078
2026-02-05T16:21:11.600Z,116,run01,24.082,4.442,1.944,0.0649,0.0213,9.8347,48.144
2026-02-05T16:21:11.700Z,117,run01,24.13,4.096,1.73,0.0462,-0.0075,9.7849,52.487
2026-02-05T16:21:11.800Z,118,run01,24.038,4.783,1.945,-0.0036,0.027,9.8266,50.711
2026-02-05T16:21:11.900Z,119,run01,24.054,4.659,1.9,-0.0021,0.0259,9.7997,46.381
2026-02-05T16:21:12.000Z,120,run01,24.053,4.664,2.019,0.0199,0.0333,9.8066,51.271
2026-02-05T16:21:12.100Z,121,run01,24.117,4.146,2.317,0.0341,0.0061,9.8144,49.765
2026-02-05T16:21:12.200Z,122,run01,24.021,4.832,2.072,-0.0328,0.0117,9.7871,49.089
2026-02-05T16:21:12.300Z,123,run01,24.126,3.983,2.02,-0.0357,0.0283,9.8163,50.49
2026-02-05T16:21:12.400Z,124,run01,24.044,4.571,2.161,-0.0124,0.0089,9.8559,50.949
2026-02-05T16:21:12.500Z,125,run01,23.952,5.043,2.133,0.0117,-0.01,9.7867,51.415
2026-02-05T16:21:12.600Z,126,run01,24.078,4.079,2.144,0.0099,-0.009,9.8452,52.357
2026-02-05T16:21:12.700Z,127,run01,24.071,4.197,2.179,0.0214,0.0048,9.8549,50.816
2026-02-05T16:21:12.800Z,128,run01,24.028,4.387,2.341,-0.024,-0.0258,9.7855,47.249
2026-02-05T16:21:12.900Z,129,run01,24.073,4.196,2.039,-0.0463,-0.0029,9.7663,49.053
2026-02-05T16:21:13.000Z,130,run01,24.121,3.871,2.216,0.0172,0.0219,9.8191,55.886
2026-02-05T16:21:13.100Z,131,run01,24.054,4.346,2.093,-0.0166,-0.0438,9.7936,51.449
2026-02-05T16:21:13.200Z,132,run01,24.07,3.996,2.257,-0.0404,0.0307,9.8661,54.739
2026-02-05T16:21:13.300Z,133,run01,24.037,4.445,2.127,0.0029,0.0224,9.811,52.791
2026-02-05T16:21:13.400Z,134,run01,24.063,4.015,2.193,0.0159,-0.0092,9.7859,50.484
2026-02-05T16:21:13.500Z,135,run01,23.964,4.744,2.222,-0.0024,0.0109,9.7756,50.603
2026-02-05T16:21:13.600Z,136,run01,24.04,4.032,2.366,-0.0092,0.0001,9.8427,49.927
2026-02-05T16:21:13.700Z,137,run01,24.025,4.157,2.377,-0.0032,0.0246,9.7929,46.524
2026-02-05T16:21:13.800Z,138,run01,23.979,4.485,2.177,-0.0074,0.0197,9.8113,50.036
2026-02-05T16:21:13.900Z,139,run01,24.058,3.858,2.324,-0.027,-0.028,9.8387,52.421
2026-02-05T16:21:14.000Z,140,run01,24.002,4.282,2.264,-0.0143,0.0117,9.7955,48.801
2026-02-05T16:21:14.100Z,141,run01,23.958,4.592,2.226,0.0104,-0.0041,9.8086,50.824
2026-02-05T16:21:14.200Z,142,run01,24.066,3.703,2.347,0.0064,0.0017,9.8095,51.703
2026-02-05T16:21:14.300Z,143,run01,24.009,4.226,2.354,0.0034,-0.0146,9.8305,48.181
2026-02-05T16:21:14.400Z,144,run01,24.0,4.234,2.645,-0.0199,0.035,9.8277,49.097
2026-02-05T16:21:14.500Z,145,run01,23.942,4.375,2.462,-0.0036,0.0208,9.8034,47.964
2026-02-05T16:21:14.600Z,146,run01,23.995,3.754,2.298,-0.0435,-0.0148,9.8119,48.356
2026-02-05T16:21:14.700Z,147,run01,24.048,3.713,2.396,0.0036,-0.0267,9.7988,47.425
2026-02-05T16:21:14.800Z,148,run01,23.944,4.25,2.571,0.0286,-0.0077,9.7657,48.199
2026-02-05T16:21:14.900Z,149,run01,23.966,4.166,2.694,-0.0295,0.0087,9.8177,52.839
2026-02-05T16:21:15.000Z,150,run01,23.951,4.136,2.343,-0.0117,0.0048,9.8668,48.169
2026-02-05T16:21:15.100Z,151,run01,23.935,4.148,2.331,0.0066,0.0251,9.7835,50.253
2026-02-05T16:21:15.200Z,152,run01,24.004,3.823,2.723,0.0251,0.0158,9.7868,48.994
2026-02-05T16:21:15.300Z,153,run01,23.972,4.079,2.591,-0.009,0.0194,9.7839,52.358
2026-02-05T16:21:15.400Z,154,run01,23.947,4.08,2.482,-0.0138,0.0065,9.8317,52.622
2026-02-05T16:21:15.500Z,155,run01,23.95,3.76,2.639,-0.0394,-0.0278,9.8235,51.728
2026-02-05T16:21:15.600Z,156,run01,23.885,4.516,2.339,0.0021,-0.0039,9.8052,50.612
2026-02-05T16:21:15.700Z,157,run01,23.946,4.08,2.619,0.0408,0.0212,9.7825,49.538
2026-02-05T16:21:15.800Z,158,run01,23.976,3.562,2.668,0.0055,-0.001,9.8128,47.616
2026-02-05T16:21:15.900Z,159,run01,23.931,4.098,2.745,-0.0004,0.0101,9.7631,53.887
2026-02-05T16:21:16.000Z,160,run01,23.984,3.589,2.568,0.0064,-0.0064,9.8143,48.481
2026-02-05T16:21:16.100Z,161,run01,23.927,4.099,2.694,-0.0002,-0.0206,9.8361,51.327
2026-02-05T16:21:16.200Z,162,run01,23.904,4.191,2.61,-0.0163,-0.0025,9.7725,52.119
2026-02-05T16:21:16.300Z,163,run01,23.957,3.577,2.744,0.0165,0.0062,9.764,48.889
2026-02-05T16:21:16.400Z,164,run01,23.923,4.093,2.646,0.0045,-0.0131,9.8574,52.076
2026-02-05T16:21:16.500Z,165,run01,23.92,3.908,2.711,0.0004,-0.0047,9.7916,51.528
2026-02-05T16:21:16.600Z,166,run01,23.904,4.01,2.669,-0.0195,-0.0188,9.8441,53.456
2026-02-05T16:21:16.700Z,167,run01,23.85,4.312,2.851,0.0261,0.0224,9.8054,49.061
2026-02-05T16:21:16.800Z,168,run01,23.932,3.649,2.888,0.0133,-0.0059,9.8051,47.428
2026-02-05T16:21:16.900Z,169,run01,23.941,3.476,2.796,-0.0111,0.0291,9.8232,48.989
2026-02-05T16:21:17.000Z,170,run01,23.954,3.414,2.84,0.02,0.0306,9.7835,50.418
2026-02-05T16:21:17.100Z,171,run01,23.977,3.415,2.708,-0.01,-0.0016,9.814,50.116
2026-02-05T16:21:17.200Z,172,run01,23.902,3.616,2.839,-0.0156,-0.0202,9.7986,49.213
2026-02-05T16:21:17.300Z,173,run01,23.881,3.72,2.881,-0.0152,-0.0417,9.7704,46.182
2026-02-05T16:21:17.400Z,174,run01,23.927,3.679,3.164,-0.0354,-0.0294,9.8201,50.941
2026-02-05T16:21:17.500Z,175,run01,23.88,3.822,2.808,0.0094,-0.0275,9.8021,53.945
2026-02-05T16:21:17.600Z,176,run01,23.9,3.556,3.082,-0.0366,0.0276,9.8053,50.929
2026-02-05T16:21:17.700Z,177,run01,23.872,3.966,3.052,-0.0246,0.0023,9.7737,51.218
2026-02-05T16:21:17.800Z,178,run01,23.907,3.429,2.997,-0.0415,0.0078,9.8577,51.145
2026-02-05T16:21:17.900Z,179,run01,23.833,4.302,3.162,-0.0017,-0.0444,9.8363,50.794
2026-02-05T16:21:18.000Z,180,run01,23.889,3.651,3.04,-0.003,-0.024,9.8389,51.863
2026-02-05T16:21:18.100Z,181,run01,23.923,3.184,3.058,-0.0065,0.0177,9.8008,50.791
2026-02-05T16:21:18.200Z,182,run01,23.968,3.097,3.031,-0.0209,0.0057,9.7581,49.375
2026-02-05T16:21:18.300Z,183,run01,23.869,3.541,3.175,-0.0234,-0.0029,9.8686,48.408
2026-02-05T16:21:18.400Z,184,run01,23.912,3.306,3.179,0.0093,0.0113,9.8082,49.502
2026-02-05T16:21:18.500Z,185,run01,23.87,3.564,3.023,-0.011,0.0327,9.7875,50.628
2026-02-05T16:21:18.600Z,186,run01,23.891,3.469,2.971,0.0063,-0.0044,9.8225,49.368
2026-02-05T16:21:18.700Z,187,run01,23.912,3.282,3.099,-0.0177,0.0014,9.845,50.629
2026-02-05T16:21:18.800Z,188,run01,23.915,3.027,3.056,0.0036,0.0039,9.8093,50.878
2026-02-05T16:21:18.900Z,189,run01,23.925,2.803,3.146,0.0261,0.0478,9.8484,51.666
2026-02-05T16:21:19.000Z,190,run01,23.903,3.101,3.293,0.0117,-0.042,9.8425,52.566
2026-02-05T16:21:19.100Z,191,run01,23.837,3.468,3.14,-0.0082,0.0137,9.7777,50.156
2026-02-05T16:21:19.200Z,192,run01,23.898,3.252,3.198,0.0051,-0.0023,9.7898,47.384
2026-02-05T16:21:19.300Z,193,run01,23.921,2.791,3.225,-0.0048,0.0113,9.8387,49.31
2026-02-05T16:21:19.400Z,194,run01,23.86,3.193,3.321,0.0002,-0.0131,9.7286,50.088
2026-02-05T16:21:19.500Z,195,run01,23.858,3.233,3.028,-0.0065,-0.001,9.8055,46.328
2026-02-05T16:21:19.600Z,196,run01,23.879,2.829,3.209,-0.0033,0.0142,9.7671,52.777
2026-02-05T16:21:19.700Z,197,run01,23.845,3.117,3.307,0.0042,0.0623,9.7957,50.285
2026-02-05T16:21:19.800Z,198,run01,23.879,3.065,3.423,-0.0199,0.0162,9.801,50.763
2026-02-05T16:21:19.900Z,199,run01,23.893,2.681,3.27,-0.0203,-0.017,9.7993,52.731
2026-02-05T16:21:20.000Z,200,run01,23.831,3.107,3.148,-0.0278,-0.0085,9.7934,48.74
2026-02-05T16:21:20.100Z,201,run01,23.845,3.145,3.415,-0.032,-0.0091,9.7771,51.148
2026-02-05T16:21:20.200Z,202,run01,23.834,3.278,3.306,-0.0243,-0.0359,9.8788,49.78
2026-02-05T16:21:20.300Z,203,run01,23.826,3.245,3.267,0.0032,-0.0066,9.866,49.632
2026-02-05T16:21:20.400Z,204,run01,23.915,2.493,3.34,-0.0179,0.0147,9.7751,48.456
2026-02-05T16:21:20.500Z,205,run01,23.871,2.601,3.401,0.0103,-0.0255,9.8575,53.331
2026-02-05T16:21:20.600Z,206,run01,23.807,3.013,3.376,0.0007,0.021,9.798,49.249
2026-02-05T16:21:20.700Z,207,run01,23.849,2.99,3.232,-0.0394,0.0098,9.8139,51.399
2026-02-05T16:21:20.800Z,208,run01,23.819,2.967,3.559,0.0131,-0.0147,9.8081,46.25
2026-02-05T16:21:20.900Z,209,run01,23.698,3.944,3.614,0.0162,-0.0028,9.7902,52.36
2026-02-05T16:21:21.000Z,210,run01,23.838,2.937,3.568,-0.0199,0.032,9.8395,52.104
2026-02-05T16:21:21.100Z,211,run01,23.804,3.083,3.406,0.0084,0.0147,9.8138,50.195
2026-02-05T16:21:21.200Z,212,run01,23.807,3.005,3.516,-0.0171,0.0002,9.7957,49.546
2026-02-05T16:21:21.300Z,213,run01,23.841,2.891,3.552,0.002,-0.0048,9.7709,50.8
2026-02-05T16:21:21.400Z,214,run01,23.831,2.578,3.63,-0.0253,0.0015,9.7832,54.578
2026-02-05T16:21:21.500Z,215,run01,23.814,2.878,3.653,-0.0359,-0.0102,9.7608,46.474
2026-02-05T16:21:21.600Z,216,run01,23.854,2.395,3.53,-0.0077,-0.0421,9.8104,51.564
2026-02-05T16:21:21.700Z,217,run01,23.836,2.533,3.628,-0.0025,0.0408,9.7741,48.177
2026-02-05T16:21:21.800Z,218,run01,23.862,2.436,3.682,-0.008,0.0031,9.802,49.96
2026-02-05T16:21:21.900Z,219,run01,23.824,2.584,3.799,-0.0237,0.008,9.8511,49.504
2026-02-05T16:21:22.000Z,220,run01,23.741,3.231,3.74,-0.008,-0.0012,9.846,49.143
2026-02-05T16:21:22.100Z,221,run01,23.898,1.954,3.765,0.0054,-0.0147,9.809,49.979
2026-02-05T16:21:22.200Z,222,run01,23.782,2.698,3.711,-0.0009,-0.0037,9.8074,47.732
2026-02-05T16:21:22.300Z,223,run01,23.855,1.986,3.861,0.0037,-0.032,9.8664,52.058
2026-02-05T16:21:22.400Z,224,run01,23.809,2.306,3.777,-0.0134,0.0455,9.8256,46.412
2026-02-05T16:21:22.500Z,225,run01,23.737,2.753,3.667,0.0234,-0.0247,9.8002,51.08
2026-02-05T16:21:22.600Z,226,run01,23.832,2.424,3.91,-0.0235,-0.0206,9.7672,49.347
2026-02-05T16:21:22.700Z,227,run01,23.823,2.059,3.856,0.0098,-0.0088,9.8218,47.658
2026-02-05T16:21:22.800Z,228,run01,23.821,2.147,3.759,0.0236,0.0258,9.8349,50.405
2026-02-05T16:21:22.900Z,229,run01,23.768,2.544,3.772,0.0096,0.0003,9.7911,46.886
2026-02-05T16:21:23.000Z,230,run01,23.825,2.1,3.866,-0.0041,-0.0247,9.8187,50.079
2026-02-05T16:21:23.100Z,231,run01,23.796,2.363,3.9,-0.0106,0.0251,9.7991,47.154
2026-02-05T16:21:23.200Z,232,run01,23.8,2.291,3.89,0.0207,0.0146,9.8045,50.923
2026-02-05T16:21:23.300Z,233,run01,23.801,2.061,3.918,-0.0285,0.0108,9.7354,48.151
2026-02-05T16:21:23.400Z,234,run01,23.704,2.88,4.073,-0.0194,0.0143,9.8033,49.098
2026-02-05T16:21:23.500Z,235,run01,23.763,2.406,4.027,-0.008,0.0479,9.8391,50.588
2026-02-05T16:21:23.600Z,236,run01,23.848,1.589,3.956,0.0248,0.0437,9.7911,48.455
2026-02-05T16:21:23.700Z,237,run01,23.794,2.232,4.047,0.0076,-0.0137,9.8116,49.884
2026-02-05T16:21:23.800Z,238,run01,23.805,1.958,3.867,-0.0194,0.0325,9.7873,46.972
2026-02-05T16:21:23.900Z,239,run01,23.752,2.393,4.026,-0.0062,0.0077,9.8208,51.262
2026-02-05T16:21:24.000Z,240,run01,23.807,1.881,4.184,-0.0123,0.01,9.8035,53.53
2026-02-05T16:21:24.100Z,241,run01,23.788,2.065,3.998,-0.0142,-0.0338,9.7818,55.584
2026-02-05T16:21:24.200Z,242,run01,23.748,2.232,3.952,0.0196,-0.0034,9.85,50.182
2026-02-05T16:21:24.300Z,243,run01,23.71,2.322,3.988,-0.0274,-0.0163,9.8379,51.576
2026-02-05T16:21:24.400Z,244,run01,23.807,1.684,3.961,0.0322,0.0166,9.7919,46.439
2026-02-05T16:21:24.500Z,245,run01,23.758,1.925,4.008,0.0166,0.0214,9.8249,53.005
2026-02-05T16:21:24.600Z,246,run01,23.763,1.866,4.066,0.0218,-0.0415,9.8261,51.552
2026-02-05T16:21:24.700Z,247,run01,23.784,1.794,3.98,-0.0093,-0.0004,9.8293,49.032
2026-02-05T16:21:24.800Z,248,run01,23.705,2.503,4.138,-0.003,0.0224,9.7592,52.474
2026-02-05T16:21:24.900Z,249,run01,23.733,2.078,4.244,-0.0287,-0.0037,9.8402,49.491
2026-02-05T16:21:25.000Z,250,run01,23.796,1.561,4.079,-0.0105,0.0146,9.7929,49.084
2026-02-05T16:21:25.100Z,251,run01,23.736,2.198,4.339,0.0099,0.007,9.7993,50.951
2026-02-05T16:21:25.200Z,252,run01,23.669,2.543,4.255,0.0259,0.0068,9.8891,47.873
2026-02-05T16:21:25.300Z,253,run01,23.741,2.2,4.323,-0.0221,-0.0054,9.8191,52.043
2026-02-05T16:21:25.400Z,254,run01,23.8,1.419,4.171,-0.0073,-0.0243,9.7984,47.888
2026-02-05T16:21:25.500Z,255,run01,23.726,1.714,4.339,-0.003,-0.0224,9.7438,47.9
2026-02-05T16:21:25.600Z,256,run01,23.698,2.224,4.161,-0.0279,0.0142,9.8517,48.181
